,Term Status,Class Section,Class Title,Instructor,Day,Start_Time,End_Time,Location
483,22SFull,BCOM 4300.013,Managing Communications in Business,Caylin Blockley ,Friday,13:00:00,15:45:00,JSOM 12.210
484,22SFull,BCOM 4300.014,Managing Communications in Business,Sarah Moore ,Tuesday,10:00:00,11:15:00,JSOM 2.112
485,22SFull,BCOM 4300.014,Managing Communications in Business,Sarah Moore ,Thursday,10:00:00,11:15:00,JSOM 2.112
486,22SFull,BCOM 4300.501,Managing Communications in Business,Sarah Moore ,Tuesday,17:30:00,18:45:00,JSOM 12.202
487,22SFull,BCOM 4300.501,Managing Communications in Business,Sarah Moore ,Thursday,17:30:00,18:45:00,JSOM 12.202
488,22SFull,BCOM 4300.502,Managing Communications in Business,Raini Layne ,Wednesday,19:00:00,21:45:00,JSOM 2.103
489,22SFull,BCOM 4300.503,Managing Communications in Business,Julie Stewart ,Friday,19:00:00,21:45:00,JSOM 12.210
490,22SFull,BIOL 1318.001,Human Genetics,Meenakshi Maitra ,Monday,08:30:00,09:45:00,ATC 1.305
491,22SFull,BIOL 1318.001,Human Genetics,Meenakshi Maitra ,Friday,08:30:00,09:45:00,ATC 1.305
492,22SFull,BIOL 2111.001,Introduction to Modern Biology Workshop I,Uma Srikanth ,Monday,13:00:00,13:50:00,FO 3.222
493,22SFull,BIOL 2111.002,Introduction to Modern Biology Workshop I,Uma Srikanth ,Monday,15:00:00,15:50:00,FO 3.222
494,22SOpen,BIOL 2111.003,Introduction to Modern Biology Workshop I,Uma Srikanth ,Tuesday,08:00:00,08:50:00,FO 3.222
495,22SOpen,BIOL 2111.004,Introduction to Modern Biology Workshop I,Uma Srikanth ,Tuesday,10:00:00,10:50:00,SLC 3.102
496,22SFull,BIOL 2111.005,Introduction to Modern Biology Workshop I,Uma Srikanth ,Wednesday,13:00:00,13:50:00,SLC 2.302
497,22SOpen,BIOL 2111.006,Introduction to Modern Biology Workshop I,Uma Srikanth ,Wednesday,16:00:00,16:50:00,FO 3.222
498,22SOpen,BIOL 2111.007,Introduction to Modern Biology Workshop I,Uma Srikanth ,Thursday,08:00:00,08:50:00,FO 3.222
499,22SOpen,BIOL 2111.008,Introduction to Modern Biology Workshop I,Uma Srikanth ,Thursday,08:00:00,08:50:00,SLC 3.102
500,22SOpen,BIOL 2111.009,Introduction to Modern Biology Workshop I,Uma Srikanth ,Thursday,10:00:00,10:50:00,SLC 2.203
501,22SFull,BIOL 2111.010,Introduction to Modern Biology Workshop I,Uma Srikanth ,Friday,13:00:00,13:50:00,GR 4.204
502,22SFull,BIOL 2112.001,Introduction to Modern Biology Workshop II,Michelle Wilson ,Monday,08:00:00,08:50:00,SLC 2.202
503,22SFull,BIOL 2112.002,Introduction to Modern Biology Workshop II,Michelle Wilson ,Monday,16:00:00,16:50:00,FO 3.616
504,22SFull,BIOL 2112.003,Introduction to Modern Biology Workshop II,Michelle Wilson ,Wednesday,13:00:00,13:50:00,FO 3.616
505,22SFull,BIOL 2112.004,Introduction to Modern Biology Workshop II,Michelle Wilson ,Wednesday,16:00:00,16:50:00,FO 3.616
506,22SFull,BIOL 2112.005,Introduction to Modern Biology Workshop II,Michelle Wilson ,Friday,11:00:00,11:50:00,FO 3.616
507,22SFull,BIOL 2112.006,Introduction to Modern Biology Workshop II,Michelle Wilson ,Friday,13:00:00,13:50:00,FO 3.616
508,22SFull,BIOL 2112.007,Introduction to Modern Biology Workshop II,Michelle Wilson ,Monday,12:00:00,12:50:00,SCI 3.270
509,22SFull,BIOL 2112.008,Introduction to Modern Biology Workshop II,Michelle Wilson ,Friday,16:00:00,16:50:00,FO 3.616
510,22SFull,BIOL 2112.009,Introduction to Modern Biology Workshop II,Ramesh Padmanabhan ,Monday,08:00:00,08:50:00,FO 3.222
511,22SFull,BIOL 2112.010,Introduction to Modern Biology Workshop II,Ramesh Padmanabhan ,Friday,13:00:00,13:50:00,SCI 3.220
512,22SFull,BIOL 2112.011,Introduction to Modern Biology Workshop II,Ramesh Padmanabhan ,Monday,11:00:00,11:50:00,FO 3.222
513,22SFull,BIOL 2112.012,Introduction to Modern Biology Workshop II,Ramesh Padmanabhan ,Monday,13:00:00,13:50:00,SLC 3.102
514,22SFull,BIOL 2112.013,Introduction to Modern Biology Workshop II,Ramesh Padmanabhan ,Wednesday,08:00:00,08:50:00,FO 3.222
515,22SFull,BIOL 2112.014,Introduction to Modern Biology Workshop II,Ramesh Padmanabhan ,Wednesday,11:00:00,11:50:00,FO 3.222
516,22SFull,BIOL 2112.015,Introduction to Modern Biology Workshop II,Ramesh Padmanabhan ,Friday,08:00:00,08:50:00,FO 3.222
517,22SFull,BIOL 2112.016,Introduction to Modern Biology Workshop II,Ramesh Padmanabhan ,Friday,16:00:00,16:50:00,SLC 2.203
518,22SOpen,BIOL 2281.001,Introductory Biology Laboratory,"Wen Lin , Elizabeth Pickett , Iti Mehta , Ida Klang , Ashley Lakoduk ",Friday,08:00:00,08:50:00,SCI 1.220
519,22SFull,BIOL 2281.301,Introductory Biology Laboratory,Elizabeth Pickett ,Monday,10:00:00,12:45:00,SLC 2.215
520,22SFull,BIOL 2281.302,Introductory Biology Laboratory,Wen Lin ,Monday,10:00:00,12:45:00,SLC 2.206
521,22SFull,BIOL 2281.303,Introductory Biology Laboratory,Elizabeth Pickett ,Monday,13:00:00,15:45:00,SLC 2.215
522,22SFull,BIOL 2281.304,Introductory Biology Laboratory,Ashley Lakoduk ,Monday,13:00:00,15:45:00,SLC 2.206
523,22SFull,BIOL 2281.305,Introductory Biology Laboratory,Elizabeth Pickett ,Tuesday,09:00:00,11:45:00,SLC 2.215
524,22SFull,BIOL 2281.306,Introductory Biology Laboratory,Wen Lin ,Tuesday,09:00:00,11:45:00,SLC 2.206
525,22SOpen,BIOL 2281.307,Introductory Biology Laboratory,Iti Mehta ,Tuesday,12:00:00,14:45:00,SLC 2.215
526,22SFull,BIOL 2281.308,Introductory Biology Laboratory,Ashley Lakoduk ,Tuesday,12:00:00,14:45:00,SLC 2.206
527,22SFull,BIOL 2281.309,Introductory Biology Laboratory,Iti Mehta ,Tuesday,15:00:00,17:45:00,SLC 2.215
528,22SFull,BIOL 2281.310,Introductory Biology Laboratory,Ashley Lakoduk ,Tuesday,15:00:00,17:45:00,SLC 2.206
529,22SFull,BIOL 2281.311,Introductory Biology Laboratory,Elizabeth Pickett ,Wednesday,09:00:00,11:45:00,SLC 2.215
530,22SFull,BIOL 2281.312,Introductory Biology Laboratory,Wen Lin ,Wednesday,09:00:00,11:45:00,SLC 2.206
531,22SFull,BIOL 2281.313,Introductory Biology Laboratory,Iti Mehta ,Wednesday,12:00:00,14:45:00,SLC 2.215
532,22SFull,BIOL 2281.314,Introductory Biology Laboratory,Wen Lin ,Wednesday,12:00:00,14:45:00,SLC 2.206
533,22SFull,BIOL 2281.315,Introductory Biology Laboratory,Iti Mehta ,Wednesday,15:00:00,17:45:00,SLC 2.215
534,22SFull,BIOL 2281.316,Introductory Biology Laboratory,Elizabeth Pickett ,Thursday,09:00:00,11:45:00,SLC 2.215
535,22SFull,BIOL 2281.317,Introductory Biology Laboratory,Wen Lin ,Thursday,12:00:00,14:45:00,SLC 2.215
536,22SFull,BIOL 2281.318,Introductory Biology Laboratory,Ida Klang ,Friday,09:00:00,11:45:00,SLC 2.215
537,22SOpen,BIOL 2281.319,Introductory Biology Laboratory,"Ida Klang , Ashley Lakoduk ",Friday,12:00:00,14:45:00,SLC 2.215
538,22SFull,BIOL 2281.320,Introductory Biology Laboratory,Ashley Lakoduk ,Monday,16:00:00,18:45:00,SLC 2.206
539,22SOpen,BIOL 2311.001,Introduction to Modern Biology I,Uma Srikanth ,Monday,10:00:00,10:50:00,SCI 1.220
540,22SOpen,BIOL 2311.001,Introduction to Modern Biology I,Uma Srikanth ,Wednesday,10:00:00,10:50:00,SCI 1.220
541,22SOpen,BIOL 2311.001,Introduction to Modern Biology I,Uma Srikanth ,Friday,10:00:00,10:50:00,SCI 1.220
542,22SFull,BIOL 2312.001,Introduction to Modern Biology II,Michelle Wilson ,Tuesday,08:30:00,09:45:00,SLC 1.102
543,22SFull,BIOL 2312.001,Introduction to Modern Biology II,Michelle Wilson ,Thursday,08:30:00,09:45:00,SLC 1.102
544,22SFull,BIOL 2312.002,Introduction to Modern Biology II,Ramesh Padmanabhan ,Tuesday,14:30:00,15:45:00,SLC 1.102
545,22SFull,BIOL 2312.002,Introduction to Modern Biology II,Ramesh Padmanabhan ,Thursday,14:30:00,15:45:00,SLC 1.102
546,22SFull,BIOL 3101.001,Classical and Molecular Genetics Workshop,Jeff Dejong ,Monday,13:00:00,13:50:00,FN 2.104
547,22SOpen,BIOL 3101.002,Classical and Molecular Genetics Workshop,Jeff Dejong ,Monday,14:00:00,14:50:00,FN 2.104
548,22SFull,BIOL 3101.003,Classical and Molecular Genetics Workshop,Jeff Dejong ,Monday,16:00:00,16:50:00,ATC 2.101
549,22SOpen,BIOL 3101.004,Classical and Molecular Genetics Workshop,Jeff Dejong ,Tuesday,08:00:00,08:50:00,SLC 2.302
550,22SOpen,BIOL 3101.005,Classical and Molecular Genetics Workshop,Jeff Dejong ,Tuesday,09:00:00,09:50:00,FO 3.616
551,22SOpen,BIOL 3101.006,Classical and Molecular Genetics Workshop,Jeff Dejong ,Wednesday,16:00:00,16:50:00,SLC 1.204
552,22SOpen,BIOL 3101.007,Classical and Molecular Genetics Workshop,Jeff Dejong ,Thursday,08:00:00,08:50:00,SLC 1.202
553,22SOpen,BIOL 3101.008,Classical and Molecular Genetics Workshop,Jeff Dejong ,Thursday,09:00:00,09:50:00,FO 3.616
554,22SFull,BIOL 3101.009,Classical and Molecular Genetics Workshop,Jeff Dejong ,Friday,08:00:00,08:50:00,FO 3.616
555,22SFull,BIOL 3102.001,Eukaryotic Molecular and Cell Biology Workshop,"Uma Srikanth , Purna Joshi ",Tuesday,08:00:00,08:50:00,SLC 1.202
556,22SFull,BIOL 3102.002,Eukaryotic Molecular and Cell Biology Workshop,"Purna Joshi , Uma Srikanth ",Tuesday,16:00:00,16:50:00,CB 1.222
557,22SFull,BIOL 3102.003,Eukaryotic Molecular and Cell Biology Workshop,"Uma Srikanth , Purna Joshi ",Wednesday,16:00:00,16:50:00,ECSN 2.120
558,22SFull,BIOL 3102.004,Eukaryotic Molecular and Cell Biology Workshop,"Purna Joshi , Uma Srikanth ",Wednesday,16:00:00,16:50:00,FN 2.106
559,22SFull,BIOL 3102.005,Eukaryotic Molecular and Cell Biology Workshop,"Purna Joshi , Uma Srikanth ",Friday,08:00:00,08:50:00,SLC 2.302
560,22SFull,BIOL 3102.006,Eukaryotic Molecular and Cell Biology Workshop,"Uma Srikanth , Purna Joshi ",Friday,08:00:00,08:50:00,SLC 1.202
561,22SFull,BIOL 3161.001,Biochemistry Workshop I,"Sheel Dodani , Allison Stelling , Lin Jia , Sandhya Gavva ",Monday,16:00:00,16:50:00,SCI 2.215
562,22SOpen,BIOL 3161.002,Biochemistry Workshop I,"Lin Jia , Sandhya Gavva , Allison Stelling , Sheel Dodani ",Tuesday,08:00:00,08:50:00,FO 3.616
563,22SFull,BIOL 3161.003,Biochemistry Workshop I,"Sheel Dodani , Allison Stelling , Lin Jia , Sandhya Gavva ",Wednesday,14:00:00,14:50:00,SLC 2.304
564,22SOpen,BIOL 3161.004,Biochemistry Workshop I,"Lin Jia , Sandhya Gavva , Allison Stelling , Sheel Dodani ",Wednesday,16:00:00,16:50:00,CR 1.202
565,22SOpen,BIOL 3161.005,Biochemistry Workshop I,"Sandhya Gavva , Lin Jia , Allison Stelling , Sheel Dodani ",Wednesday,16:00:00,16:50:00,FO 1.502
566,22SOpen,BIOL 3161.006,Biochemistry Workshop I,"Sandhya Gavva , Lin Jia , Allison Stelling , Sheel Dodani ",Thursday,08:00:00,08:50:00,FO 3.616
567,22SFull,BIOL 3161.007,Biochemistry Workshop I,"Sandhya Gavva , Lin Jia , Allison Stelling , Sheel Dodani ",Thursday,13:00:00,13:50:00,CR 1.212
568,22SOpen,BIOL 3161.008,Biochemistry Workshop I,"Sandhya Gavva , Lin Jia , Allison Stelling , Sheel Dodani ",Friday,09:00:00,09:50:00,SLC 2.302
569,22SFull,BIOL 3161.009,Biochemistry Workshop I,"Sandhya Gavva , Lin Jia , Allison Stelling , Sheel Dodani ",Friday,12:00:00,12:50:00,FO 3.616
570,22SOpen,BIOL 3162.001,Biochemistry Workshop II,Mehmet Candas ,Monday,08:00:00,08:50:00,FO 3.616
571,22SOpen,BIOL 3162.002,Biochemistry Workshop II,Lawrence Reitzer ,Monday,08:00:00,08:50:00,SLC 2.302
572,22SOpen,BIOL 3162.003,Biochemistry Workshop II,Mehmet Candas ,Monday,16:00:00,16:50:00,FO 1.502
573,22SOpen,BIOL 3162.004,Biochemistry Workshop II,Lawrence Reitzer ,Monday,16:00:00,16:50:00,FN 2.106
574,22SOpen,BIOL 3162.005,Biochemistry Workshop II,Mehmet Candas ,Wednesday,08:00:00,08:50:00,SLC 2.302
575,22SFull,BIOL 3162.006,Biochemistry Workshop II,Lawrence Reitzer ,Wednesday,08:00:00,08:50:00,FO 3.616
576,22SFull,BIOL 3162.007,Biochemistry Workshop II,Mehmet Candas ,Friday,16:00:00,16:50:00,ATC 1.305
577,22SOpen,BIOL 3162.008,Biochemistry Workshop II,Lawrence Reitzer ,Friday,16:00:00,16:50:00,SLC 2.304
578,22SOpen,BIOL 3203.101,Introduction to Microbiology Lab,Stefanie Boyd ,Monday,16:00:00,17:45:00,SLC 2.216
579,22SOpen,BIOL 3203.101,Introduction to Microbiology Lab,Stefanie Boyd ,Friday,16:00:00,17:45:00,SLC 2.216
580,22SFull,BIOL 3203.601,Introduction to Microbiology Lab,Paula Guidry ,Monday,18:00:00,19:45:00,SLC 2.216
581,22SFull,BIOL 3203.601,Introduction to Microbiology Lab,Paula Guidry ,Friday,18:00:00,19:45:00,SLC 2.216
582,22SOpen,BIOL 3301.001,Classical and Molecular Genetics,Jeff Dejong ,Wednesday,13:00:00,14:15:00,SCI 1.220
583,22SOpen,BIOL 3301.001,Classical and Molecular Genetics,Jeff Dejong ,Friday,13:00:00,14:15:00,SCI 1.220
584,22SFull,BIOL 3302.001,Eukaryotic Molecular and Cell Biology,"Uma Srikanth , Purna Joshi ",Monday,11:00:00,11:50:00,SCI 1.220
585,22SFull,BIOL 3302.001,Eukaryotic Molecular and Cell Biology,"Uma Srikanth , Purna Joshi ",Wednesday,11:00:00,11:50:00,SCI 1.220
586,22SFull,BIOL 3302.001,Eukaryotic Molecular and Cell Biology,"Uma Srikanth , Purna Joshi ",Friday,11:00:00,11:50:00,SCI 1.220
587,22SOpen,BIOL 3303.001,Introduction to Microbiology,Stefanie Boyd ,Monday,09:00:00,09:50:00,JSOM 12.206
588,22SOpen,BIOL 3303.001,Introduction to Microbiology,Stefanie Boyd ,Wednesday,09:00:00,09:50:00,JSOM 12.206
589,22SOpen,BIOL 3303.001,Introduction to Microbiology,Stefanie Boyd ,Friday,09:00:00,09:50:00,JSOM 12.206
590,22SFull,BIOL 3318.001,Forensic Biology,Uyen Henson ,Friday,14:00:00,16:45:00,GR 2.302
591,22SFull,BIOL 3320.001,Applied Genetics,Vinita Hajeri ,Tuesday,13:00:00,14:15:00,SLC 1.214
592,22SFull,BIOL 3320.001,Applied Genetics,Vinita Hajeri ,Thursday,13:00:00,14:15:00,SLC 1.214
593,22SOpen,BIOL 3320.002,Applied Genetics,Vinita Hajeri ,Tuesday,14:30:00,15:45:00,SLC 1.214
594,22SOpen,BIOL 3320.002,Applied Genetics,Vinita Hajeri ,Thursday,14:30:00,15:45:00,SLC 1.214
595,22SFull,BIOL 3361.001,Biochemistry I,"Lin Jia , Stefanie Boyd ",Monday,15:00:00,15:50:00,SCI 1.220
596,22SFull,BIOL 3361.001,Biochemistry I,"Lin Jia , Stefanie Boyd ",Wednesday,15:00:00,15:50:00,SCI 1.220
597,22SFull,BIOL 3361.001,Biochemistry I,"Lin Jia , Stefanie Boyd ",Friday,15:00:00,15:50:00,SCI 1.220
598,22SOpen,BIOL 3361.002,Biochemistry I,Sandhya Gavva ,Monday,10:00:00,10:50:00,SCI 1.210
599,22SOpen,BIOL 3361.002,Biochemistry I,Sandhya Gavva ,Wednesday,10:00:00,10:50:00,SCI 1.210
600,22SOpen,BIOL 3361.002,Biochemistry I,Sandhya Gavva ,Friday,10:00:00,10:50:00,SCI 1.210
601,22SOpen,BIOL 3361.003,Biochemistry I,"Sheel Dodani , Allison Stelling ",Monday,13:00:00,13:50:00,SCI 1.210
602,22SOpen,BIOL 3361.003,Biochemistry I,"Sheel Dodani , Allison Stelling ",Wednesday,13:00:00,13:50:00,SCI 1.210
603,22SOpen,BIOL 3361.003,Biochemistry I,"Sheel Dodani , Allison Stelling ",Friday,13:00:00,13:50:00,SCI 1.210
604,22SOpen,BIOL 3362.001,Biochemistry II,"Mehmet Candas , Lawrence Reitzer ",Tuesday,08:30:00,09:45:00,HH 2.402
605,22SOpen,BIOL 3362.001,Biochemistry II,"Mehmet Candas , Lawrence Reitzer ",Thursday,08:30:00,09:45:00,HH 2.402
606,22SOpen,BIOL 3370.001,Exercise Physiology,Zhuoru Wu ,Friday,10:00:00,12:45:00,GR 2.302
607,22SFull,BIOL 3380.001,Biochemistry Laboratory,"Scott Rippel , Jing Pan , Caitlin Maynard , Ashley Lakoduk ",Monday,08:30:00,09:45:00,SCI 1.220
608,22SFull,BIOL 3380.301,Biochemistry Laboratory,Jing Pan ,Tuesday,08:30:00,12:30:00,SLC 2.207
609,22SFull,BIOL 3380.302,Biochemistry Laboratory,Scott Rippel ,Tuesday,13:30:00,17:30:00,SLC 2.207
610,22SFull,BIOL 3380.303,Biochemistry Laboratory,Scott Rippel ,Wednesday,08:30:00,12:30:00,SLC 2.207
611,22SFull,BIOL 3380.304,Biochemistry Laboratory,Caitlin Maynard ,Wednesday,13:30:00,17:30:00,SLC 2.207
612,22SFull,BIOL 3380.305,Biochemistry Laboratory,Jing Pan ,Thursday,08:30:00,12:30:00,SLC 2.207
613,22SFull,BIOL 3380.306,Biochemistry Laboratory,Caitlin Maynard ,Thursday,08:30:00,12:30:00,SLC 2.206
614,22SFull,BIOL 3380.307,Biochemistry Laboratory,Scott Rippel ,Thursday,13:30:00,17:30:00,SLC 2.207
615,22SFull,BIOL 3380.308,Biochemistry Laboratory,Ashley Lakoduk ,Thursday,13:30:00,17:30:00,SLC 2.206
616,22SFull,BIOL 3380.309,Biochemistry Laboratory,Jing Pan ,Friday,08:30:00,12:30:00,SLC 2.207
617,22SFull,BIOL 3380.310,Biochemistry Laboratory,Caitlin Maynard ,Friday,08:30:00,12:30:00,SLC 2.206
618,22SFull,BIOL 3380.311,Biochemistry Laboratory,Jing Pan ,Friday,13:30:00,17:30:00,SLC 2.207
619,22SFull,BIOL 3385.001,Medical Histology,David Murchison ,Monday,11:30:00,12:45:00,SLC 2.304
620,22SFull,BIOL 3385.001,Medical Histology,David Murchison ,Wednesday,11:30:00,12:45:00,SLC 2.304
621,22SFull,BIOL 3388.001,Honey Bee Biology,Scott Rippel ,Tuesday,10:00:00,11:15:00,FO 3.222
622,22SFull,BIOL 3388.001,Honey Bee Biology,Scott Rippel ,Thursday,10:00:00,11:15:00,FO 3.222
623,22SOpen,BIOL 3455.001,Human Anatomy and Physiology with Lab I,Ruben Ramirez ,Thursday,16:00:00,18:45:00,SLC 1.102
624,22SOpen,BIOL 3455.002,Human Anatomy and Physiology with Lab I,Ruben Ramirez ,Friday,16:00:00,18:45:00,SLC 2.303
625,22SOpen,BIOL 3455.301,Human Anatomy and Physiology with Lab I,Meenakshi Maitra ,Tuesday,08:30:00,11:15:00,ML2 1.202
626,22SOpen,BIOL 3455.302,Human Anatomy and Physiology with Lab I,Meenakshi Maitra ,Tuesday,11:30:00,14:15:00,ML2 1.202
627,22SFull,BIOL 3455.303,Human Anatomy and Physiology with Lab I,Zhuoru Wu ,Tuesday,14:30:00,17:15:00,ML2 1.202
628,22SOpen,BIOL 3455.304,Human Anatomy and Physiology with Lab I,Meenakshi Maitra ,Wednesday,08:30:00,11:15:00,ML2 1.202
629,22SFull,BIOL 3455.305,Human Anatomy and Physiology with Lab I,Ramesh Padmanabhan ,Wednesday,11:30:00,14:15:00,ML2 1.202
630,22SOpen,BIOL 3455.306,Human Anatomy and Physiology with Lab I,Ramesh Padmanabhan ,Wednesday,14:30:00,17:15:00,ML2 1.202
631,22SFull,BIOL 3455.307,Human Anatomy and Physiology with Lab I,Meenakshi Maitra ,Thursday,08:30:00,11:15:00,ML2 1.202
632,22SOpen,BIOL 3455.801,Human Anatomy and Physiology with Lab I,Zhuoru Wu ,Tuesday,17:30:00,20:15:00,ML2 1.202
633,22SFull,BIOL 3455.802,Human Anatomy and Physiology with Lab I,Subha Sarcar ,Wednesday,17:30:00,20:15:00,ML2 1.202
634,22SOpen,BIOL 3456.001,Human Anatomy and Physiology with Lab II,Wen Yu ,Tuesday,16:00:00,18:45:00,SLC 1.102
635,22SFull,BIOL 3456.301,Human Anatomy and Physiology with Lab II,Wen Yu ,Thursday,11:30:00,14:15:00,ML2 1.202
636,22SFull,BIOL 3456.302,Human Anatomy and Physiology with Lab II,Subha Sarcar ,Thursday,14:30:00,17:15:00,ML2 1.202
637,22SOpen,BIOL 3456.303,Human Anatomy and Physiology with Lab II,Subha Sarcar ,Friday,09:00:00,11:45:00,ML2 1.202
638,22SFull,BIOL 3456.304,Human Anatomy and Physiology with Lab II,Wen Yu ,Friday,12:00:00,14:45:00,ML2 1.202
639,22SFull,BIOL 3456.305,Human Anatomy and Physiology with Lab II,Wen Yu ,Friday,15:00:00,17:45:00,ML2 1.202
640,22SFull,BIOL 3456.801,Human Anatomy and Physiology with Lab II,Subha Sarcar ,Thursday,17:30:00,20:15:00,ML2 1.202
641,22SFull,BIOL 3520.001,General Microbiology with Lab,Iti Mehta ,Monday,12:00:00,12:50:00,SLC 2.216
642,22SFull,BIOL 3520.301,General Microbiology with Lab,Iti Mehta ,Monday,13:00:00,15:45:00,SLC 2.216
643,22SFull,BIOL 3520.301,General Microbiology with Lab,Iti Mehta ,Friday,13:00:00,15:45:00,SLC 2.216
644,22SOpen,BIOL 3v00.001,Topics in Biological Sciences - Drug Dev to Clinical Trial,Subha Sarcar ,Wednesday,14:30:00,15:45:00,FO 3.616
645,22SOpen,BIOL 3v00.001,Topics in Biological Sciences - Drug Dev to Clinical Trial,Subha Sarcar ,Friday,14:30:00,15:45:00,FO 3.616
646,22SFull,BIOL 4308.001,Developmental Biology,Caitlin Maynard ,Tuesday,14:30:00,15:45:00,FO 3.222
647,22SFull,BIOL 4308.001,Developmental Biology,Caitlin Maynard ,Thursday,14:30:00,15:45:00,FO 3.222
648,22SFull,BIOL 4310.001,Cellular Microbiology,Mehmet Candas ,Friday,10:00:00,12:45:00,SLC 2.303
649,22SOpen,BIOL 4345.001,Immunobiology,Michelle Wilson ,Monday,10:00:00,11:15:00,SLC 2.303
650,22SOpen,BIOL 4345.001,Immunobiology,Michelle Wilson ,Wednesday,10:00:00,11:15:00,SLC 2.303
651,22SFull,BIOL 4350.501,Medical Microbiology,Ruben Ramirez ,Monday,17:30:00,18:45:00,SCI 2.215
652,22SFull,BIOL 4350.501,Medical Microbiology,Ruben Ramirez ,Wednesday,17:30:00,18:45:00,SCI 2.215
653,22SOpen,BIOL 4357.001,Molecular Neuropathology II,"Uma Srikanth , Darshan Sapkota ",Friday,13:00:00,15:45:00,SLC 2.304
654,22SFull,BIOL 4360.001,Evolution and Development,Elizabeth Pickett ,Tuesday,13:00:00,14:15:00,FO 3.222
655,22SFull,BIOL 4360.001,Evolution and Development,Elizabeth Pickett ,Thursday,13:00:00,14:15:00,FO 3.222
656,22SOpen,BIOL 4380.001,Cell and Molecular Biology Laboratory,"Eva Sadat , Ida Klang ",Monday,13:00:00,14:15:00,SCI 1.220
657,22SFull,BIOL 4380.301,Cell and Molecular Biology Laboratory,Eva Sadat ,Tuesday,09:00:00,13:00:00,SLC 2.216
658,22SFull,BIOL 4380.302,Cell and Molecular Biology Laboratory,Ida Klang ,Tuesday,13:15:00,17:15:00,SLC 2.216
659,22SFull,BIOL 4380.303,Cell and Molecular Biology Laboratory,Eva Sadat ,Wednesday,09:00:00,13:00:00,SLC 2.216
660,22SFull,BIOL 4380.304,Cell and Molecular Biology Laboratory,Eva Sadat ,Wednesday,13:15:00,17:15:00,SLC 2.216
661,22SFull,BIOL 4380.305,Cell and Molecular Biology Laboratory,Ida Klang ,Thursday,09:00:00,13:00:00,SLC 2.216
662,22SFull,BIOL 4380.306,Cell and Molecular Biology Laboratory,Ida Klang ,Thursday,13:15:00,17:15:00,SLC 2.216
663,22SOpen,BIOL 4380.307,Cell and Molecular Biology Laboratory,Eva Sadat ,Friday,08:00:00,12:00:00,SLC 2.216
664,22SFull,BIOL 4385.001,Oral Histology and Embryology,David Murchison ,Monday,08:30:00,09:45:00,SLC 2.304
665,22SFull,BIOL 4385.001,Oral Histology and Embryology,David Murchison ,Wednesday,08:30:00,09:45:00,SLC 2.304
666,22SOpen,BIOL 4461.001,Biophysical Chemistry,Duane Winkler ,Monday,09:30:00,11:15:00,FO 3.616
667,22SOpen,BIOL 4461.001,Biophysical Chemistry,Duane Winkler ,Wednesday,09:30:00,11:15:00,FO 3.616
668,22SOpen,BIOL 5381.001,Genomics,Tae Hoon Kim ,Tuesday,11:30:00,12:45:00,SCI 2.215
669,22SOpen,BIOL 5381.001,Genomics,Tae Hoon Kim ,Thursday,11:30:00,12:45:00,SCI 2.215
670,22SOpen,BIOL 5410.001,Biochemistry,"Nicole De Nisco , Nicholas Dillon ",Monday,09:00:00,10:15:00,SCI 2.215
671,22SOpen,BIOL 5410.001,Biochemistry,"Nicole De Nisco , Nicholas Dillon ",Wednesday,09:00:00,10:15:00,SCI 2.215
672,22SOpen,BIOL 5440.001,Cell Biology,Nikki Delk ,Tuesday,13:00:00,14:45:00,SCI 2.215
673,22SOpen,BIOL 5440.001,Cell Biology,Nikki Delk ,Thursday,13:00:00,14:45:00,SCI 2.215
674,22SOpen,BIOL 6252.001,Current Research in Molecular Biology,"Tae Hoon Kim , Kelli Palmer , Zhenyu Xuan ",Monday,13:00:00,14:50:00,FO 3.616
676,22SOpen,BIOL 6384.001,Biotechnology Laboratory,"Mehmet Candas , Li Liu ",Monday,11:30:00,12:20:00,FO 3.616
677,22SOpen,BIOL 6384.001,Biotechnology Laboratory,"Mehmet Candas , Li Liu ",Wednesday,11:30:00,12:20:00,FO 3.616
678,22SOpen,BIOL 6384.301,Biotechnology Laboratory,"Mehmet Candas , Li Liu ",Monday,12:30:00,16:30:00,FO 3.206
679,22SFull,BIOL 6384.302,Biotechnology Laboratory,"Mehmet Candas , Li Liu ",Wednesday,12:30:00,16:30:00,FO 3.206
680,22SFull,BIOL 6385.001,Computational Biology,Michael Zhang ,Tuesday,13:00:00,14:15:00,SCI 3.240
681,22SFull,BIOL 6385.001,Computational Biology,Michael Zhang ,Thursday,13:00:00,14:15:00,SCI 3.240
682,22SFull,BIOL 6v02.001,The Art of Scientific Presentation,Lin Jia ,Wednesday,13:00:00,14:15:00,FO 3.222
683,22SFull,BIOL 6v49.001,Topics in Cell Biology - Reg of Eukaryotic Protein Syn,Zachary Campbell ,Friday,10:00:00,12:45:00,FO 3.222
684,22SOpen,BIS 3320.001,The Nature of Intellectual Inquiry,Neall Pogue ,Tuesday,13:00:00,14:15:00,ML2 1.216
685,22SOpen,BIS 3320.001,The Nature of Intellectual Inquiry,Neall Pogue ,Thursday,13:00:00,14:15:00,ML2 1.216
686,22SOpen,BIS 3320.002,The Nature of Intellectual Inquiry,Neall Pogue ,Tuesday,10:00:00,11:15:00,ML2 1.214
